scenario,slope,slope_se,slope_p,folder,run_number,outslope
fixed_no_var,-0.298672047,0.118979047,0.020771729,E:/patoine/resampe500_patoine_fjoin_2nd/resample40_pred_all_vars/resample40_all_1992.rds,140,-2.385587909
fixed_no_var,-0.228449453,0.10741472,0.046073824,E:/patoine/resampe500_patoine_fjoin_2nd/resample41_pred_all_vars/resample41_all_1992.rds,141,-3.399430801
fixed_no_var,-0.056891504,0.020992136,0.013475637,E:/patoine/resampe500_patoine_fjoin_2nd/resample42_pred_all_vars/resample42_all_1992.rds,142,-2.596406953
fixed_no_var,-0.046011143,0.020023233,0.032489324,E:/patoine/resampe500_patoine_fjoin_2nd/resample43_pred_all_vars/resample43_all_1992.rds,143,-2.752465567
fixed_no_var,-0.177813115,0.092623965,0.069270885,E:/patoine/resampe500_patoine_fjoin_2nd/resample44_pred_all_vars/resample44_all_1992.rds,144,-3.463783592
fixed_no_var,-0.314874689,0.13440074,0.029592152,E:/patoine/resampe500_patoine_fjoin_2nd/resample45_pred_all_vars/resample45_all_1992.rds,145,-4.274051354
fixed_no_var,-0.2464219,0.117521902,0.048928027,E:/patoine/resampe500_patoine_fjoin_2nd/resample46_pred_all_vars/resample46_all_1992.rds,146,-3.889663643
fixed_no_var,-0.3273593,0.122757152,0.014816731,E:/patoine/resampe500_patoine_fjoin_2nd/resample47_pred_all_vars/resample47_all_1992.rds,147,-1.959665933
fixed_no_var,-0.290187884,0.161198961,0.086934643,E:/patoine/resampe500_patoine_fjoin_2nd/resample48_pred_all_vars/resample48_all_1992.rds,148,-3.023901136
fixed_no_var,-0.156072644,0.075277164,0.051276814,E:/patoine/resampe500_patoine_fjoin_2nd/resample49_pred_all_vars/resample49_all_1992.rds,149,-2.403565921
fixed_no_var,-0.108221769,0.018276179,8.61E-06,E:/patoine/resampe500_patoine_fjoin_2nd/resample5_pred_all_vars/resample5_all_1992.rds,105,-1.805876172
fixed_no_var,-0.252466787,0.114066113,0.038662181,E:/patoine/resampe500_patoine_fjoin_2nd/resample50_pred_all_vars/resample50_all_1992.rds,150,-3.255904664
fixed_no_var,-0.11812925,0.031316398,0.001197952,E:/patoine/resampe500_patoine_fjoin_2nd/resample51_pred_all_vars/resample51_all_1992.rds,151,-2.296864939
fixed_no_var,-0.269299411,0.119270617,0.035287207,E:/patoine/resampe500_patoine_fjoin_2nd/resample52_pred_all_vars/resample52_all_1992.rds,152,-2.451141989
fixed_no_var,-0.317973466,0.1466646,0.04239481,E:/patoine/resampe500_patoine_fjoin_2nd/resample53_pred_all_vars/resample53_all_1992.rds,153,-3.282456777
fixed_no_var,-0.18550729,0.070223618,0.015647426,E:/patoine/resampe500_patoine_fjoin_2nd/resample54_pred_all_vars/resample54_all_1992.rds,154,-2.559214439
fixed_no_var,-0.053149456,0.020198835,0.016003324,E:/patoine/resampe500_patoine_fjoin_2nd/resample55_pred_all_vars/resample55_all_1992.rds,155,-2.231315393
fixed_no_var,-0.354867974,0.18390771,0.067965244,E:/patoine/resampe500_patoine_fjoin_2nd/resample56_pred_all_vars/resample56_all_1992.rds,156,-2.469238204
fixed_no_var,-0.159731155,0.073133462,0.041034536,E:/patoine/resampe500_patoine_fjoin_2nd/resample57_pred_all_vars/resample57_all_1992.rds,157,-2.037335716
fixed_no_var,-0.249288799,0.123909464,0.057901645,E:/patoine/resampe500_patoine_fjoin_2nd/resample58_pred_all_vars/resample58_all_1992.rds,158,-5.398381491
fixed_no_var,-0.271656351,0.143972589,0.073781522,E:/patoine/resampe500_patoine_fjoin_2nd/resample59_pred_all_vars/resample59_all_1992.rds,159,-2.585675962
fixed_no_var,-0.19662868,0.097040081,0.056283748,E:/patoine/resampe500_patoine_fjoin_2nd/resample6_pred_all_vars/resample6_all_1992.rds,106,-3.16374659
fixed_no_var,-0.167252906,0.043525522,0.001016185,E:/patoine/resampe500_patoine_fjoin_2nd/resample60_pred_all_vars/resample60_all_1992.rds,160,-2.569409812
fixed_no_var,-0.340941299,0.165680993,0.052879228,E:/patoine/resampe500_patoine_fjoin_2nd/resample61_pred_all_vars/resample61_all_1992.rds,161,-4.198130299
fixed_no_var,-0.362751735,0.167065779,0.042113993,E:/patoine/resampe500_patoine_fjoin_2nd/resample62_pred_all_vars/resample62_all_1992.rds,162,-3.294583162
fixed_no_var,-0.374306828,0.168647766,0.038181514,E:/patoine/resampe500_patoine_fjoin_2nd/resample63_pred_all_vars/resample63_all_1992.rds,163,-3.538963752
fixed_no_var,-0.3249886,0.166274893,0.064763211,E:/patoine/resampe500_patoine_fjoin_2nd/resample64_pred_all_vars/resample64_all_1992.rds,164,-3.336178325
fixed_no_var,-0.223650989,0.121939515,0.081560437,E:/patoine/resampe500_patoine_fjoin_2nd/resample65_pred_all_vars/resample65_all_1992.rds,165,-3.741097688
fixed_no_var,-0.322372057,0.158571232,0.055543018,E:/patoine/resampe500_patoine_fjoin_2nd/resample66_pred_all_vars/resample66_all_1992.rds,166,-4.162712552
